reg_id,type1,type2,Q,A
PERKOT_BOGOR_2011_12,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Daerah Kota Bogor Nomor 12 Tahun 2011?,"Undang-Undang Republik Indonesia Tahun 1950 Nomor 16;
Undang-Undang Republik Indonesia Tahun 1981 Nomor 8;
Undang-Undang Republik Indonesia Tahun 1983 Nomor 6;
Undang-Undang Republik Indonesia Tahun 1997 Nomor 19;
Undang-Undang Republik Indonesia Tahun 1999 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2002 Nomor 14;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 17;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 1;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 15;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 14;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 27;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 28;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 58;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 79;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 41;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 16;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 19;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 69;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2006 Nomor 13;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2007 Nomor 53;
Keputusan Gubernur Jawa Barat Tahun 2011 Nomor 188;
Peraturan Daerah Kota Bogor Tahun 2007 Nomor 12;
Peraturan Daerah Kota Bogor Tahun 2007 Nomor 13;
Peraturan Daerah Kota Bogor Tahun 2008 Nomor 3;
Peraturan Daerah Kota Bogor Tahun 2009 Nomor 9;
Peraturan Daerah Kota Bogor Tahun 2010 Nomor 3;"
PERKOT_MAGELANG_2011_6,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Daerah Kota Magelang Nomor 6 Tahun 2011?,"Undang-Undang Republik Indonesia Tahun 1950 Nomor 17;
Undang-Undang Republik Indonesia Tahun 1981 Nomor 8;
Undang-Undang Republik Indonesia Tahun 1982 Nomor 3;
Undang-Undang Republik Indonesia Tahun 1999 Nomor 5;
Undang-Undang Republik Indonesia Tahun 1999 Nomor 8;
Undang-Undang Republik Indonesia Tahun 1999 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 17;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 1;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2007 Nomor 25;
Undang-Undang Republik Indonesia Tahun 2007 Nomor 26;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 20;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 25;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 32;
Peraturan Pemerintah Republik Indonesia Tahun 1983 Nomor 27;
Peraturan Pemerintah Republik Indonesia Tahun 1997 Nomor 44;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 58;
Peraturan Pemerintah Republik Indonesia Tahun 2006 Nomor 6;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Presiden Republik Indonesia Tahun 2007 Nomor 1;
Peraturan Presiden Republik Indonesia Tahun 2007 Nomor 112;
Peraturan Daerah Kota Magelang Tahun 2001 Nomor 5;
Peraturan Daerah Kota Magelang Tahun 2006 Nomor 7;
Peraturan Daerah Kota Magelang Tahun 2008 Nomor 2;
Peraturan Daerah Kota Magelang Tahun 2008 Nomor 4;
Peraturan Daerah Kota Magelang Tahun 2008 Nomor 5;
Peraturan Daerah Kota Magelang Tahun 2009 Nomor 3;
Peraturan Daerah Kota Magelang Tahun 2009 Nomor 4;
Peraturan Daerah Kota Magelang Tahun 2009 Nomor 7"
PERKOT_MALANG_2010_15,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Daerah Kota Malang Nomor 15 Tahun 2010?,"Undang-Undang Republik Indonesia Tahun 1950 Nomor 16;
Undang-Undang Republik Indonesia Tahun 1960 Nomor 5;
Undang-Undang Republik Indonesia Tahun 1981 Nomor 8;
Undang-Undang Republik Indonesia Tahun 1985 Nomor 15;
Undang-Undang Republik Indonesia Tahun 1992 Nomor 4;
Undang-Undang Republik Indonesia Tahun 1997 Nomor 19;
Undang-Undang Republik Indonesia Tahun 1999 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 28;
Peraturan Pemerintah Republik Indonesia Tahun 1977 Nomor 28;
Peraturan Pemerintah Republik Indonesia Tahun 1983 Nomor 27;
Peraturan Pemerintah Republik Indonesia Tahun 1996 Nomor 40;
Peraturan Pemerintah Republik Indonesia Tahun 1997 Nomor 24;
Peraturan Pemerintah Republik Indonesia Tahun 1998 Nomor 37;
Peraturan Pemerintah Republik Indonesia Tahun 2000 Nomor 135;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 58;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 79;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 69;
Peraturan Presiden Republik Indonesia Tahun 2007 Nomor 1;
Peraturan Menteri Agraria Republik Indonesia Tahun 1978 Nomor 1;
Peraturan Daerah Kota Malang Tahun 2005 Nomor 9;
Peraturan Daerah Kota Malang Tahun 2008 Nomor 6;
Peraturan Daerah Kota Malang Tahun 2008 Nomor 10;
Peraturan Daerah Kota Malang Tahun 2009 Nomor 5;"
PERMEN_AGAMA_2017_14,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Agama Republik Indonesia Nomor 14 Tahun 2017?,"Undang-Undang Republik Indonesia Tahun 2003 Nomor 20;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 25;
Undang-Undang Republik Indonesia Tahun 2005 Nomor 14;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2012 Nomor 12;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 5;
Peraturan Pemerintah Republik Indonesia Tahun 2000 Nomor 100;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 19;
Peraturan Pemerintah Republik Indonesia Tahun 2008 Nomor 48;
Peraturan Pemerintah Republik Indonesia Tahun 2009 Nomor 37;
Peraturan Pemerintah Republik Indonesia Tahun 2009 Nomor 41;
Peraturan Pemerintah Republik Indonesia Tahun 2013 Nomor 45;
Peraturan Pemerintah Republik Indonesia Tahun 2014 Nomor 4;
Peraturan Pemerintah Republik Indonesia Tahun 2014 Nomor 27;
Peraturan Presiden Republik Indonesia Tahun 2012 Nomor 8;
Peraturan Presiden Republik Indonesia Tahun 2014 Nomor 146;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 83;
Peraturan Menteri Agama Republik Indonesia Tahun 2013 Nomor 28;
Peraturan Menteri Pendidikan dan Kebudayaan Republik Indonesia Tahun 2013 Nomor 73;
Peraturan Menteri Pendidikan dan Kebudayaan Republik Indonesia Tahun 2014 Nomor 14;
Peraturan Menteri Pendidikan dan Kebudayaan Republik Indonesia Tahun 2014 Nomor 50;
Peraturan Menteri Agama Republik Indonesia Tahun 2014 Nomor 51;
Peraturan Menteri Agama Republik Indonesia Tahun 2014 Nomor 55;
Peraturan Menteri Pendidikan dan Kebudayaan Republik Indonesia Tahun 2014 Nomor 87;
Peraturan Menteri Pendidikan dan Kebudayaan Republik Indonesia Tahun 2014 Nomor 154;
Peraturan Menteri Agama Republik Indonesia Tahun 2015 Nomor 10;
Peraturan Menteri Riset, Teknologi, dan Pendidikan Tinggi Republik Indonesia Tahun 2015 Nomor 26;
Peraturan Menteri Riset, Teknologi, dan Pendidikan Tinggi Republik Indonesia Tahun 2015 Nomor 44;
Peraturan Menteri Agama Republik Indonesia Tahun 2015 Nomor 68;
Peraturan Menteri Agama Republik Indonesia Tahun 2015 Nomor 74;
Peraturan Menteri Agama Republik Indonesia Tahun 2016 Nomor 1;
Peraturan Menteri Agama Republik Indonesia Tahun 2016 Nomor 3;
Peraturan Menteri Agama Republik Indonesia Tahun 2016 Nomor 29;
Peraturan Menteri Agama Republik Indonesia Tahun 2016 Nomor 33;
Peraturan Menteri Agama Republik Indonesia Tahun 2016 Nomor 42;
Peraturan Menteri Agama Republik Indonesia Tahun 2016 Nomor 65;
Peraturan Menteri Agama Republik Indonesia Tahun 2017 Nomor 5"
PERMEN_AGAMA_2018_5,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Agama Republik Indonesia Nomor 5 Tahun 2018?,"Undang-Undang Republik Indonesia Tahun 2003 Nomor 20;
Undang-Undang Republik Indonesia Tahun 2012 Nomor 12;
Peraturan Pemerintah Republik Indonesia Tahun 2014 Nomor 4;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 83;
Peraturan Menteri Agama Republik Indonesia Tahun 2016 Nomor 42;
Peraturan Menteri Agama Republik Indonesia Tahun 2018 Nomor 4"
PERMEN_ATRBPN_2016_34,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Agraria Dan Tata Ruang/ Kepala Badan Pertanahan Nasional Republik Indonesia Nomor 34 Tahun 2016?,"Undang-Undang Republik Indonesia Tahun 2014 Nomor 5;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 17;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 20;
Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Republik Indonesia Tahun 2011 Nomor 33;
Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Republik Indonesia Tahun 2011 Nomor 34;
Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Republik Indonesia Tahun 2013 Nomor 39;
Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Republik Indonesia Tahun 2015 Nomor 8;
Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Republik Indonesia Tahun 2014 Nomor 13"
PERMEN_ATRBPN_2018_2,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Agraria Dan Tata Ruang/ Kepala Badan Pertanahan Nasional Republik Indonesia Nomor 2 Tahun 2018?,"Undang-Undang Republik Indonesia Tahun 1960 Nomor 5;
Undang-Undang Republik Indonesia Tahun 1996 Nomor 4;
Peraturan Pemerintah Republik Indonesia Tahun 1998 Nomor 37;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 17;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 20;
Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Republik Indonesia Tahun 2017 Nomor 10;
Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Republik Indonesia Tahun 2015 Nomor 8;
Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Republik Indonesia Tahun 2016 Nomor 38"
PERMEN_DAG_2016_73,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perdagangan Republik Indonesia Nomor 73 Tahun 2016?,"Undang-Undang Republik Indonesia Tahun 1981 Nomor 2;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 5;
Peraturan Pemerintah Republik Indonesia Tahun 1985 Nomor 2;
Peraturan Pemerintah Republik Indonesia Tahun 1989 Nomor 2;
Peraturan Pemerintah Republik Indonesia Tahun 1994 Nomor 16;
Peraturan Pemerintah Republik Indonesia Tahun 2000 Nomor 101;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 48;
Keputusan Presiden Republik Indonesia Tahun 1999 Nomor 87;
Keputusan Presiden Republik Indonesia Tahun 2014 Nomor 121;
Keputusan Presiden Republik Indonesia Tahun 2016 Nomor 83;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2010 Nomor 08;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2012 Nomor 69;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2014 Nomor 69;
Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Republik Indonesia Tahun 2014 Nomor 32;
Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Republik Indonesia Tahun 2014 Nomor 34;
Peraturan Bersama Menteri Perdagangan Republik Indonesia dan Kepala Badan Kepegawaian Negara Republik Indonesia Tahun 2015 Nomor 11;
Peraturan Bersama Menteri Perdagangan Republik Indonesia dan Kepala Badan Kepegawaian Negara Republik Indonesia Tahun 2015 Nomor 13;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2016 Nomor 08;"
PERMEN_DAGRI_2016_25,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Dalam Negeri Republik Indonesia Nomor 25 Tahun 2016?,"Undang-Undang Darurat Republik Indonesia Tahun 1956 Nomor 7;
Undang-Undang Republik Indonesia Tahun 1956 Nomor 24;
Undang-Undang Republik Indonesia Tahun 2002 Nomor 4;
Undang-Undang Republik Indonesia Tahun 2006 Nomor 11;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2012 Nomor 76;"
PERMEN_DAGRI_2017_35,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Dalam Negeri Republik Indonesia Nomor 35 Tahun 2017?,"Undang-Undang Republik Indonesia Tahun 1958 Nomor 21;
Undang-Undang Republik Indonesia Tahun 1959 Nomor 27;
Undang-Undang Republik Indonesia Tahun 2002 Nomor 5;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2012 Nomor 76"
PERMEN_DAGRI_2018_131,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Dalam Negeri Republik Indonesia Nomor 131 Tahun 2018?,"Undang-Undang Republik Indonesia Tahun 1959 Nomor 29;
Undang-Undang Republik Indonesia Tahun 1964 Nomor 13;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 29;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2011 Nomor 60;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2014 Nomor 60;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2015 Nomor 10;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2016 Nomor 69;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2017 Nomor 141"
PERMEN_DESA_2016_11,Q2,Q2.1,"Apa saja dasar hukum dalam membuat Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, Dan Transmigrasi Republik Indonesia Nomor 11 Tahun 2016?","Undang-Undang Republik Indonesia Tahun 2004 Nomor 1;
Peraturan Pemerintah Republik Indonesia Tahun 2014 Nomor 27;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 12;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2007 Nomor 96;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2010 Nomor 248;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2015 Nomor 104;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2015 Nomor 4;
Peraturan Menteri Desa, Pembangunan Daerah Tertinggal dan Transmigrasi Tahun 2015 Nomor 6;
Keputusan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Tahun 2015 Nomor 68"
PERMEN_DESA_2018_15,Q2,Q2.1,"Apa saja dasar hukum dalam membuat Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, Dan Transmigrasi Republik Indonesia Nomor 15 Tahun 2018?","Undang-Undang Republik Indonesia Tahun 2014 Nomor 5;
Peraturan Pemerintah Republik Indonesia Tahun 2017 Nomor 11;
Peraturan Presiden Republik Indonesia Tahun 2010 Nomor 81;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 12;
Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, Dan Transmigrasi Republik Indonesia Tahun 2015 Nomor 6"
PERMEN_HUB_2016_138,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perhubungan Republik Indonesia Nomor 138 Tahun 2016?,"Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Peraturan Pemerintah Republik Indonesia Tahun 2016 Nomor 18;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 40;
Peraturan Menteri Perhubungan Republik Indonesia Tahun 2015 Nomor 189"
PERMEN_KES_2017_45,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Kesehatan Republik Indonesia Nomor 45 Tahun 2017?,"Undang-Undang Republik Indonesia Tahun 2009 Nomor 36;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 44;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 18;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 36;
Peraturan Pemerintah Republik Indonesia Tahun 2016 Nomor 47;
Peraturan Menteri Kesehatan Republik Indonesia Tahun 2013 Nomor 46;
Peraturan Menteri Kesehatan Republik Indonesia Tahun 2013 Nomor 67;
Peraturan Menteri Kesehatan Republik Indonesia Tahun 2015 Nomor 64"
PERMEN_KES_2019_49,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Kesehatan Republik Indonesia Nomor 49 Tahun 2019?,"Undang-Undang Republik Indonesia Tahun 2004 Nomor 29;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 36;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 44;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 23;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 35;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 77;
Peraturan Menteri Kesehatan Republik Indonesia Tahun 2015 Nomor 64"
PERMEN_KES_2019_68,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Kesehatan Republik Indonesia Nomor 68 Tahun 2019?,"Undang-Undang Republik Indonesia Tahun 2004 Nomor 29;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 36;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 44;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 23;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 35;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 77;
Peraturan Menteri Kesehatan Republik Indonesia Tahun 2015 Nomor 64"
PERMEN_KEU_2016_105,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Keuangan Republik Indonesia Nomor 105 Tahun 2016?,"Undang-Undang Republik Indonesia Tahun 1983 Nomor 6;
Undang-Undang Republik Indonesia Tahun 1983 Nomor 7;
Undang-Undang Republik Indonesia Tahun 1983 Nomor 8;
Undang-Undang Republik Indonesia Tahun 1995 Nomor 10;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 94;
Peraturan Pemerintah Republik Indonesia Tahun 2015 Nomor 18;
Peraturan Pemerintah Republik Indonesia Tahun 2015 Nomor 81;
Peraturan Pemerintah Republik Indonesia Tahun 2015 Nomor 142"
PERMEN_KEU_2017_184,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Keuangan Republik Indonesia Nomor 184 Tahun 2017?,Undang-Undang Republik Indonesia Tahun 2002 Nomor 14
PERMEN_KEU_2019_182,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Keuangan Republik Indonesia Nomor 182 Tahun 2019?,"Undang-Undang Republik Indonesia Tahun 1999 Nomor 41;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 1;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 32;
Peraturan Pemerintah Republik Indonesia Tahun 2002 Nomor 35;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 23;
Peraturan Pemerintah Republik Indonesia Tahun 2017 Nomor 46;
Peraturan Presiden Republik Indonesia Tahun 2018 Nomor 77;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2016 Nomor 180;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2019 Nomor 137"
PERMEN_KOMINFO_2016_14,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Komunikasi Dan Informatika Republik Indonesia Nomor 14 Tahun 2016?,"Undang-Undang Republik Indonesia Tahun 2008 Nomor 11;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 14;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 25;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 5;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 61;
Peraturan Pemerintah Republik Indonesia Tahun 2012 Nomor 82;
Peraturan Pemerintah Republik Indonesia Tahun 2016 Nomor 18;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 54;
Peraturan Menteri Komunikasi dan Informatika Republik Indonesia Tahun 2016 Nomor 1"
PERMEN_KOMINFO_2017_6,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Komunikasi Dan Informatika Republik Indonesia Nomor 6 Tahun 2017?,"Undang-Undang Republik Indonesia Tahun 1999 Nomor 36;
Undang-Undang Republik Indonesia Tahun 2002 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 11;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 30;
Peraturan Pemerintah Republik Indonesia Tahun 2000 Nomor 52;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 52;
Peraturan Pemerintah Republik Indonesia Tahun 2012 Nomor 82;
Peraturan Pemerintah Republik Indonesia Tahun 2015 Nomor 80;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 54;
Peraturan Menteri Komunikasi dan Informatika Republik Indonesia Tahun 2007 Nomor 26;
Peraturan Menteri Komunikasi dan Informatika Republik Indonesia Tahun 2010 Nomor 01;
Peraturan Menteri Komunikasi dan Informatika Republik Indonesia Tahun 2016 Nomor 1;
Peraturan Menteri Komunikasi dan Informatika Republik Indonesia Tahun 2016 Nomor 18;
Keputusan Menteri Perhubungan Republik Indonesia Tahun 2001 Nomor 21"
PERMEN_KP_2015_35,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Nomor 35 Tahun 2015?,"Undang-Undang Republik Indonesia Tahun 1999 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 31;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 63;
Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Tahun 2015 Nomor 23"
PERMEN_KP_2017_24,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Nomor 24 Tahun 2017?,"Undang-Undang Republik Indonesia Tahun 2004 Nomor 31;
Undang-Undang Republik Indonesia Tahun 2006 Nomor 16;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Peraturan Pemerintah Republik Indonesia Tahun 2008 Nomor 30;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 63;
Peraturan Menteri Pendayagunaan Aparatur Negara Republik Indonesia Tahun 2008 Nomor 18;
Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Tahun 2017 Nomor 6;"
PERMEN_KP_2018_48,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Nomor 48 Tahun 2018?,"Undang-Undang Republik Indonesia Tahun 2004 Nomor 1;
Peraturan Pemerintah Republik Indonesia Tahun 2008 Nomor 60;
Peraturan Pemerintah Republik Indonesia Tahun 2012 Nomor 28;
Peraturan Pemerintah Republik Indonesia Tahun 2014 Nomor 27;
Peraturan Menteri Pekerjaan Umum Republik Indonesia Tahun 2008 Nomor 22;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2010 Nomor 138;
Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Tahun 2013 Nomor 15;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2014 Nomor 78;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2015 Nomor 218;
Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Tahun 2016 Nomor 41;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2016 Nomor 57;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2016 Nomor 111;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2016 Nomor 181;
Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Tahun 2017 Nomor 6"
PERMEN_LHK_2015_58,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia Nomor 58 Tahun 2015?,"Undang-Undang Republik Indonesia Tahun 2014 Nomor 5;
Peraturan Pemerintah Republik Indonesia Tahun 1976 Nomor 24;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 53;
Keputusan Presiden Republik Indonesia Tahun 1995 Nomor 68;
Keputusan Presiden Republik Indonesia Tahun 2014 Nomor 121;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 16;
Peraturan Menteri Kehutanan Republik Indonesia Tahun 2015 Nomor 18;"
